x,y
0.3741466420569248,-0.20311047769323054
0.12418561458987909,-0.11916487737064867
0.443883144714177,-0.24846365498038597
0.6842519860418954,-0.16131302577711412
0.6562958596552333,-0.25761907739610135
0.36208871566185075,-0.2605011891510465
0.2188723688221772,-0.21564311392995705
0.7826847898971525,-0.14589482452621966
0.3072212931865804,-0.2363671817513015
0.057278367657032536,-0.09022775309637573
0.8830103106064507,-0.08853632142400815
0.5946826046919255,-0.25756584041138775
0.9627947999180062,-0.0015278523863652693
0.33199329047000814,-0.22218883762669595
0.6415480711635667,-0.2558982961578466
0.8573608652577529,-0.11320276387418271
0.022462410206316896,-0.050100475117636226
0.22592860662836067,-0.15446114053628637
0.9304179409283866,-0.09845353812181949
0.6317696118248071,-0.18733227455293452
0.9235543672842683,-0.050909612938844856
0.2216476880482665,-0.23380891699218329
0.7807859542235738,-0.15644209522488792
0.583807126070941,-0.18824990166034924
0.08144862848816703,-0.12316535902195011
0.24990612697113268,-0.23134423098850204
0.38148179576318086,-0.22289660206568973
0.21961915952563227,-0.16216871711343733
0.5142425968166192,-0.2823358923534665
0.5482923489096176,-0.24376876945768094
0.825544244109452,-0.13175934363668607
0.9643361127702825,-0.058636908735218374
0.6866329333793211,-0.25094061499630904
0.5016225852824389,-0.2561948176313445
0.5504089152554337,-0.24681674064450126
0.769776538461817,-0.19569734253851068
0.016570945648473834,0.052738950137726795
0.4447623915591351,-0.26035344375691455
0.7927944358014886,-0.17932373705908305
0.3651019712985448,-0.25443903716317223
0.4701634910373693,-0.29719869254540754
0.8109989526621477,-0.15539386486550347
0.6093262416506116,-0.17663972107605286
0.1670155465295421,-0.13680995926568074
0.2796739514832459,-0.17943916968436788
0.4316941460051388,-0.25496405656308063
0.29349300651129184,-0.23591584787800912
0.6472886983406297,-0.2528682342372365
0.48422816678948266,-0.22368320603516023
0.8220727836884951,-0.13570966434153112
0.284975663707844,-0.18986975484817697
0.1207079220237407,-0.09007656839901965
0.2912592771189042,-0.186163786029662
0.34516005663778904,-0.23895343855888734
0.36931884393447945,-0.2942514008404584
0.38502520007852203,-0.27163214392755197
0.9111677651353943,-0.09327951686363782
0.42232616582153204,-0.24146083516405165
0.2880515994005364,-0.13159254179235508
0.8263434197223903,-0.13907727474298728
