x,y
8.06418026695e-05,0.199975820465
8.88586245419e-05,0.199973358203
0.00019648811080300006,0.199941130771
0.000199051497773,0.199940363782
0.000256941929042,0.199923049434
0.000382144677774,0.199885648582
0.000439089088206,0.199868658745
0.000464058440819,0.19986121301800006
0.000627338407049,0.199812585215
0.0007165332151839997,0.199786066323
0.0007726197331939999,0.199769407271
0.000781920579635,0.199766645909
0.00101079480473,0.199698803422
0.00108212130888,0.19967770368
0.0011250600768800002,0.199665011361
0.0011863845944,0.199646897134
0.00119719933096,0.199643704199
0.00145993220148,0.19956627847600006
0.00160652565932,0.199523197932
0.00166207178599,0.199506896542
0.00167184609837,0.1995040293
0.00196348058588,0.199418654982
0.0019703418329000003,0.19941665047
0.00201000989318,0.199405065131
0.0020565054381300003,0.199391493752
0.00206887153706,0.199387885715
0.00222555215868,0.199342223982
0.0026710576002800003,0.199212923232
0.00269259415692,0.199206692597
0.00269366104816,0.199206383988
0.00314917084103,0.199075036455
0.00322561969481,0.199053072994
0.0033145949840700005,0.199027539961
0.00347440570842,0.198981758366
0.00347881229536,0.19898049743
0.0034832278158200003,0.198979234015
0.0036173649278,0.198940890178
0.00370882609569,0.198914786429
0.00376505645445,0.198898754306
0.00384741184368,0.198875296175
0.00393232320938,0.19885113816
0.00396284634015,0.19884246105
0.00400052640157,0.198831754465
0.00401745182841,0.198826947028
0.00403598214237,0.198821685047
0.0041304345761,0.198794884906
0.00419609185984,0.198776275994
0.00428518637375,0.1987510517
0.0045578096099,0.198674062351
0.00460926868845,0.198659563221
0.00466670048011,0.198643393595
0.00550076197067,0.198410038507
0.005510503660039999,0.198407329208
0.005549736030350001,0.198396421937
0.005875330895189999,0.198306135537
0.00607937868808,0.198249767054
0.006337712854909999,0.198178637505
0.006355635878229999,0.198173712356
0.006416949299600001,0.198156873338
0.00649386587629,0.198135770053
0.0067808546686300005,0.198057235904
0.00684616136913,0.198039410122
0.006918775231260001,0.198019609535
0.006925279230930001,0.198017837016
0.006942419273770001,0.198013166681
0.00697435505867,0.198004467873
0.00714864107499,0.19795706584000006
0.00728150806553,0.197921009197
0.00730474200979,0.197914711245
0.00744111396787,0.19787778814
0.00744889839434,0.197875682691
0.00753044639613,0.197853640776
0.0077990153294199985,0.197781233123
0.007952936832979998,0.197739862833
0.00798251317528,0.197731924106
0.00809976644801,0.197700485406
0.00815429333444,0.1976858837
0.008193335991370001,0.197675435675
0.00819710781651,0.197674426631
0.00840366417552,0.197619253671
0.00840452373958,0.197619024424
0.00843859522046,0.197609939845
0.008480249972289999,0.197598839506
0.00859976528001,0.197567028336
0.00862681180792,0.197559837186
0.008663997288489999,0.197549954969
0.00870377915427,0.197539388755
0.00878121924172,0.197518838173
0.00884718855661,0.197501350183
0.00893423389872,0.197478301198
0.009016298826459998,0.197456598189
0.00906061713626,0.197444888681
0.00912315932815,0.197428377265
0.0092071735038,0.19740622127
0.00948988678742,0.197331867907
0.00957023984604,0.197310792228
0.00974815722937,0.197264216469
0.00975216562742,0.197263168565
0.00976322365445,0.197260278022
0.00976371883723,0.197260148594
0.010060278326,0.197182807613
0.010122474071200002,0.19716663095
0.0101398485433,0.197162114678
0.0104642788801,0.197077999825
0.010589867128899998,0.197045549027
0.0110770071924,0.196920259294
0.011107195579600002,0.196912525475
0.011269421926500002,0.19687102634
0.0112816722572,0.196867896749
0.0115169351897,0.19680790763
0.0115513328068,0.196799154739
0.011746304378200002,0.196749628963
0.011905255526,0.196709362471
0.011951258800700002,0.19669772699
0.0119885821193,0.196688292958
0.0120469291252,0.196673555736
0.0121666004698,0.19664337073
0.012243920699400002,0.196623897683
0.0122611353412,0.196619565353
0.0122835900943,0.196613915999
0.0124641385424,0.196568563392
0.0125624796615,0.196543914054
